Date,WRIMS_C1_Flow,Riverware_Klamath_Outflow,WRIMS_C15_Flow,Riverware_Keno_Outflow,WRIMS_cum_ag_UKL_SS_Delivery,Riverware_cum_ag_UKL_SS_Delivery,WRIMS_Supply,Riverware_Project_Supply_Accounting,WRIMS_OPS_Index,Riverware_OPS_Index,WRIMS_Shadow_Elev,Riverware_Shadow_Elev,WRIMS_UKL_Pool_Elevation,Riverware_UKL_Pool_Elevation,WRIMS_FFA,Riverware_FFA,WRIMS_UKL_PRJ_CREDIT,Riverware_DPSA
06Sep2006,1083,1000.233741,1172,964.2137777,304322,319607.2166,286497.9697,350000,0.66,0.54405051,4140.00,4141.64749,4140.30,4142.462703,0.00,463991.8552,18940.67,75592.16127
07Sep2006,1137,1048.943202,1186,925.0168001,306312,321843.343,286497.9697,350000,0.66,0.542972141,4140.00,4141.619774,4140.27,4142.434653,0.00,464041.8552,18362.61,75351.11879
08Sep2006,1090,1034.104664,1212,981.6949375,308303,324079.4693,286497.9697,350000,0.66,0.541770343,4140.00,4141.594102,4140.24,4142.408655,0.00,464091.8552,17797.79,75111.11947
09Sep2006,1119,1092.140951,1206,956.6770424,310294,326315.5957,286497.9697,350000,0.66,0.540902891,4140.00,4141.563891,4140.21,4142.378888,0.00,464141.8552,17224.20,74915.82462
10Sep2006,1129,1084.731337,1191,949.5299427,312284,328551.722,286497.9697,350000,0.66,0.539906611,4140.00,4141.535191,4140.18,4142.350518,0.00,464191.8552,16641.47,74721.57188
11Sep2006,1136,997.6142729,1192,944.8462164,314275,330787.8484,286497.9697,350000,0.66,0.538354331,4140.00,4141.507959,4140.16,4142.323527,0.00,464241.8552,16049.13,74528.35793
12Sep2006,1138,1009.77453,1205,904.180075,315992,332642.9777,286497.9697,350000,0.65,0.536834931,4140.00,4141.483257,4140.14,4142.299006,0.00,464291.8552,15446.73,74335.99013
13Sep2006,1116,956.1505309,1194,927.6602383,317709,334498.107,286497.9697,350000,0.65,0.535482133,4140.00,4141.461335,4140.11,4142.276932,0.00,464341.8552,14945.63,74144.46474
14Sep2006,1124,1051.160541,1179,923.3369157,319426,336353.2363,286497.9697,350000,0.65,0.534345616,4140.00,4141.438286,4140.09,4142.254541,0.00,464391.8552,14434.95,74020.66422
15Sep2006,1124,948.844919,1189,920.5213044,321143,338208.3656,286497.9697,350000,0.65,0.533499486,4140.00,4141.416654,4140.07,4142.233453,0.00,464441.8552,13914.21,73897.55706
16Sep2006,1128,925.4563071,1207,913.253519,322860,340063.4949,286497.9697,350000,0.65,0.531148403,4140.00,4141.386402,4140.05,4142.204664,0.00,464491.8552,13382.88,73775.14085
17Sep2006,1085,1005.386187,1219,932.4338814,324343,341546.1186,286497.9697,350000,0.64,0.528228388,4140.00,4141.359983,4140.03,4142.179243,0.00,464541.8552,12840.37,73653.17159
18Sep2006,1101,896.7622411,1226,912.1515972,325827,343028.7423,286497.9697,350000,0.64,0.525867439,4140.00,4141.336551,4140.01,4142.156555,0.00,464591.8552,12388.77,73531.64704
19Sep2006,1079,1010.266643,1212,932.3143351,327310,344511.366,286497.9697,350000,0.64,0.523968525,4140.00,4141.311255,4140.00,4142.132858,0.00,464641.8552,11926.39,73475.41457
20Sep2006,1119,873.9462102,1169,889.1272275,328794,345993.9897,286497.9697,350000,0.64,0.521709966,4140.00,4141.293683,4139.98,4142.116413,0.00,464691.8552,11452.63,73424.24331
21Sep2006,1123,1001.64171,1171,884.8727376,330277,347476.6134,286497.9697,350000,0.64,0.521447299,4140.00,4141.269434,4139.96,4142.093736,0.00,464741.8552,10966.80,73368.71483
22Sep2006,1080,947.6388063,1201,894.8327354,331520,348718.7014,286497.9697,350000,0.64,0.519342776,4140.00,4141.249858,4139.95,4142.075802,0.00,464791.8552,10468.14,73363.48878
23Sep2006,1092,929.6353861,1208,881.525143,332762,349960.7893,286497.9697,350000,0.64,0.517994788,4140.00,4141.235696,4139.93,4142.062276,0.00,464841.8552,10071.74,73308.27108
24Sep2006,1091,957.3408913,1199,882.0931641,334005,351202.8773,286497.9697,350000,0.64,0.517549629,4140.00,4141.217571,4139.92,4142.04558,0.00,464891.8552,9663.17,73294.89835
25Sep2006,1053,965.2815175,1194,917.2212913,335247,352444.9652,286497.9697,350000,0.64,0.515621584,4140.00,4141.200384,4139.90,4142.02982,0.00,464941.8552,9241.63,73281.5383
26Sep2006,1084,952.1571063,1229,887.5177083,336489,353687.0531,286497.9697,350000,0.64,0.514897283,4140.00,4141.184221,4139.88,4142.01505,0.00,464991.8552,8806.23,73268.31219
27Sep2006,1070,953.4891063,1237,912.8385502,337775,354983.3777,286497.9697,350000,0.64,0.515227546,4140.00,4141.168695,4139.87,4142.000739,0.00,465041.8552,8355.94,73255.11853
28Sep2006,1081,864.394184,1229,911.6811326,339060,356279.7022,286497.9697,350000,0.64,0.5150655,4140.00,4141.155849,4139.86,4141.988819,0.00,465091.8552,7866.55,73241.95729
29Sep2006,1092,859.3268649,1223,912.1179872,340345,357576.0268,286497.9697,350000,0.65,0.515515224,4140.00,4141.143333,4139.85,4141.977099,0.00,465141.8552,7359.04,73219.4397
30Sep2006,1083,972.0946001,1264,931.7232253,341630,358872.3513,286497.9697,350000,0.65,0.51613843,4140.00,4141.129782,4139.84,4141.964431,0.00,465191.8552,6831.60,73196.95554
01Oct2006,1076,571.2418357,1234,619.2007949,342763,360016.8141,286497.9697,350000,0.65,0.516691984,4140.00,4141.958575,4139.84,4141.959511,0.00,0,6080.87,0
02Oct2006,1111,694.3353941,1219,656.9355499,343930,361183.0951,286497.9697,350000,0.65,0.660301825,4140.00,4141.950784,4139.83,4141.95219,79.10,86.09321771,5419.34,0
03Oct2006,1108,623.6874429,1235,658.4376117,345097,362349.3761,286497.9697,350000,0.65,0.658757564,4140.00,4141.945179,4139.83,4141.947065,165.39,215.2908679,4737.76,0
04Oct2006,1099,751.353082,1234,664.9615498,346263,363515.6571,286497.9697,350000,0.64,0.657342512,4140.00,4141.936664,4139.82,4141.939041,264.27,388.6728271,4056.19,0
05Oct2006,1073,637.5038577,1205,683.2040009,347430,364681.9381,286497.9697,350000,0.64,0.655197977,4140.00,4141.931418,4139.81,4141.934301,376.46,607.1893729,3374.61,0
06Oct2006,1044,748.2272542,1198,705.5315775,348597,365848.2191,286497.9697,350000,0.63,0.653390007,4140.00,4141.926518,4139.81,4141.929918,494.82,872.2091247,2693.03,0
07Oct2006,1088,740.1018739,1174,673.7652833,349408,366683.2604,286497.9697,350000,0.63,0.651423911,4140.00,4141.927692,4139.80,4141.931622,618.53,1184.818938,2011.46,0
08Oct2006,1161,579.1420045,1185,595.2970837,350219,367518.3017,286497.9697,350000,0.62,0.650266471,4140.00,4141.931596,4139.80,4141.936062,746.48,1546.131185,1537.68,0
09Oct2006,1154,663.1863699,1204,596.8997615,351030,368353.343,286497.9697,350000,0.62,0.649307938,4140.00,4141.934878,4139.80,4141.939886,877.83,1956.766835,1063.91,0
10Oct2006,1098,702.9112212,1227,648.3287913,351841,369188.3844,286497.9697,350000,0.61,0.647965686,4140.00,4141.940645,4139.81,4141.946203,1012.63,2417.221135,590.13,0
11Oct2006,1087,726.1687593,1203,654.8071726,352653,370023.4257,286497.9697,350000,0.61,0.646773032,4140.00,4141.940878,4139.81,4141.946991,1150.34,2928.15865,116.35,0
12Oct2006,1069,700.1984621,1188,647.7100306,353136,370507.3926,286497.9697,350000,0.61,0.644358564,4140.00,4141.941423,4139.82,4141.948102,1290.19,3490.141538,0.00,0
13Oct2006,1033,736.2168434,1145,678.4450773,353620,370991.3596,286497.9697,350000,0.60,0.641713919,4140.00,4141.942666,4139.82,4141.949923,1432.77,4104.226245,0.00,0
14Oct2006,1017,743.6885826,1131,691.025158,354104,371475.3265,286497.9697,350000,0.60,0.638897246,4140.00,4141.943542,4139.83,4141.951387,1577.73,4771.444535,0.00,0
15Oct2006,973,784.8648828,1138,732.3472922,354588,371959.2934,286497.9697,350000,0.59,0.635745225,4140.00,4141.943479,4139.84,4141.951922,1723.04,5492.751123,0.00,0
16Oct2006,924,843.9128372,1136,779.6452405,355072,372443.2604,286497.9697,350000,0.59,0.632714127,4140.00,4141.939209,4139.84,4141.948258,1867.51,6269.038072,0.00,0
17Oct2006,944,774.334385,1130,766.5941603,355072,372478.9629,286497.9697,350000,0.59,0.629250728,4140.00,4141.94488,4139.85,4141.95454,2011.19,7100.987576,0.00,0
18Oct2006,923,892.546799,1136,785.5065626,355072,372514.6653,286497.9697,350000,0.59,0.627487754,4140.00,4141.951504,4139.85,4141.961779,2154.69,7989.168323,0.00,0
19Oct2006,947,857.5446439,1145,761.8460758,355072,372550.3678,286497.9697,350000,0.59,0.626439683,4140.00,4141.957434,4139.86,4141.968323,2298.31,8933.783442,0.00,0
20Oct2006,960,844.2484016,1154,748.2664953,355072,372586.0703,286497.9697,350000,0.59,0.625533278,4140.00,4141.964186,4139.86,4141.97569,2442.20,9934.926078,0.00,0
21Oct2006,959,844.7473025,1157,748.9362299,355072,372621.7728,286497.9697,350000,0.59,0.625022131,4140.00,4141.971582,4139.87,4141.983702,2586.26,10992.66018,0.00,0
22Oct2006,948,800.6642947,1176,752.8380778,355073,372644.7339,286497.9697,350000,0.59,0.624870954,4140.00,4141.983482,4139.88,4141.996218,2730.49,12107.01503,0.00,0
23Oct2006,925,824.2046149,1211,776.3950683,355075,372667.662,286497.9697,350000,0.59,0.625733309,4140.00,4141.990247,4139.89,4142.003598,2874.89,13277.99835,0.00,0
24Oct2006,925,819.3074951,1189,776.5479439,355076,372690.5735,286497.9697,350000,0.60,0.625971919,4140.00,4141.997479,4139.89,4142.011427,3019.57,14505.56034,0.00,0
25Oct2006,907,849.6396275,1135,795.9050802,355078,372714.2536,286497.9697,350000,0.60,0.626532646,4140.00,4142.005787,4139.89,4142.020235,3164.41,15789.68478,0.00,0
26Oct2006,968,778.4040204,1116,735.527804,355079,372737.3966,286497.9697,350000,0.60,0.627521736,4140.00,4142.013596,4139.89,4142.028596,3309.42,17130.32931,0.00,0
27Oct2006,897,838.7879323,1079,779.2412009,355079,372838.3542,286497.9697,350000,0.60,0.628673345,4140.00,4142.020449,4139.90,4142.036053,3454.65,18527.40484,0.00,0
28Oct2006,879,830.4508678,1094,797.9958101,355079,372939.5112,286497.9697,350000,0.60,0.629914123,4140.00,4142.027195,4139.90,4142.043402,3599.99,19980.78455,0.00,0
29Oct2006,879,820.3284206,1122,799.8650276,355079,373039.9481,286497.9697,350000,0.60,0.631373978,4140.00,4142.033808,4139.91,4142.050615,3745.52,21490.30399,0.00,0
30Oct2006,925,793.1561807,1134,755.6761199,355079,373141.1052,286497.9697,350000,0.60,0.632767774,4140.00,4142.042192,4139.92,4142.059597,3893.83,23055.73271,0.00,0
31Oct2006,901,820.1070177,1127,782.6269573,355079,373242.2622,286497.9697,350000,0.60,0.634443475,4140.00,4142.053159,4139.93,4142.071157,4044.73,24676.8134,0.00,0
01Nov2006,1060,1017.428847,1138,808.781652,355079,373371.1878,286497.9697,350000,0.60,0.636544517,4140.00,4142.057527,4139.94,4142.076113,4198.26,26353.18853,0.00,0
02Nov2006,1020,1081.449635,1175,850.2572664,355079,373500.1134,286497.9697,350000,0.60,0.637432757,4140.00,4142.057961,4139.95,4142.077133,4357.60,28084.33544,0.00,0
03Nov2006,1052,1054.105739,1176,814.1045641,355079,373628.8464,286497.9697,350000,0.60,0.637146054,4140.00,4142.057816,4139.96,4142.077575,4519.92,29870.00827,0.00,0
04Nov2006,1006,1065.900119,1186,859.200139,355079,373757.772,286497.9697,350000,0.60,0.635476931,4140.00,4142.060026,4139.97,4142.080376,4684.17,31710.288,0.00,0
05Nov2006,1012,1059.634172,1188,853.383224,355079,373886.4719,286497.9697,350000,0.60,0.635810927,4140.00,4142.06502,4139.98,4142.08596,4850.52,33605.61542,0.00,0
06Nov2006,1033,1033.157837,1155,832.0378705,355079,373925.8744,286497.9697,350000,0.60,0.635182504,4140.00,4142.070405,4140.00,4142.091936,5016.61,35555.90651,0.00,0
07Nov2006,1019,1053.425677,1157,846.5807901,355079,373965.5438,286497.9697,350000,0.60,0.636173517,4140.00,4142.075726,4140.03,4142.097846,5183.46,37561.31762,0.00,0
08Nov2006,1017,1091.428442,1204,851.1995861,355079,374004.9628,286497.9697,350000,0.60,0.635475925,4140.00,4142.081629,4140.05,4142.10434,5350.21,39621.59882,0.00,0
09Nov2006,1025,1056.809706,1204,843.863477,355079,374044.1752,286497.9697,350000,0.60,0.636696344,4140.00,4142.094124,4140.08,4142.11735,5517.86,41736.92796,0.00,0
10Nov2006,1035,1055.07238,1206,840.3178046,355079,374083.7926,286497.9697,350000,0.61,0.637546824,4140.00,4142.10551,4140.11,4142.129203,5685.64,43906.98789,0.00,0
11Nov2006,1040,1056.276745,1208,836.4217357,355079,374085.7761,286497.9697,350000,0.60,0.639669138,4140.00,4142.111776,4140.13,4142.135996,5854.81,46131.54112,0.00,0
12Nov2006,1051,1050.025177,1188,825.0746688,355079,374087.0068,286497.9697,350000,0.60,0.638993018,4140.00,4142.123854,4140.15,4142.148649,6023.93,48409.93579,0.00,0
13Nov2006,971,1134.175386,1218,903.0707321,355079,374088.9903,286497.9697,350000,0.60,0.64095672,4140.00,4142.127598,4140.17,4142.15296,6193.03,50742.38875,0.00,0
14Nov2006,1020,1057.354569,1258,850.4711054,355079,374090.5847,286497.9697,350000,0.60,0.639766004,4140.00,4142.144787,4140.18,4142.170722,6361.27,53128.24656,0.00,0
15Nov2006,984,1084.652865,1238,883.1872536,355079,374092.5682,286497.9697,350000,0.60,0.64271905,4140.00,4142.173714,4140.19,4142.200207,6528.92,55567.91406,0.00,0
16Nov2006,1040,1045.370955,1260,840.4124525,355079,374092.5682,286497.9697,350000,0.61,0.647034953,4140.00,4142.198519,4140.20,4142.225417,6696.23,58060.10398,0.00,0
17Nov2006,1056,1062.723284,1293,851.9937905,355079,374092.5682,286497.9697,350000,0.62,0.65276258,4140.00,4142.22516,4140.22,4142.25246,6866.67,60602.76544,0.00,0
18Nov2006,1109,957.7216435,1301,830.0848204,355079,374092.5682,286497.9697,350000,0.64,0.657988955,4140.00,4142.252358,4140.23,4142.280121,7035.66,63192.74044,0.00,0
19Nov2006,1139,1085.966393,1340,827.4322611,355079,374092.5682,286497.9697,350000,0.65,0.665145526,4140.00,4142.275636,4140.24,4142.303806,7194.49,65826.62581,0.00,0
20Nov2006,1161,1086.781671,1397,824.8650975,355079,374092.5682,286497.9697,350000,0.65,0.670241174,4140.00,4142.294874,4140.25,4142.323991,7339.73,68499.06235,0.00,65.96401302
21Nov2006,1143,1089.261569,1396,858.2302592,355079,374092.5682,286497.9697,350000,0.66,0.676451203,4140.00,4142.314531,4140.27,4142.343827,7471.57,71205.64761,0.00,65.96401302
22Nov2006,1159,1101.731217,1370,867.1167268,355079,374092.5682,286497.9697,350000,0.67,0.681552729,4140.00,4142.327147,4140.28,4142.356683,7591.34,73940.45999,0.00,65.96401302
23Nov2006,1200,1081.69829,1375,833.7945008,355079,374092.5682,286497.9697,350000,0.67,0.687206822,4140.00,4142.340642,4140.29,4142.370349,7691.28,76698.13365,0.00,65.93767447
24Nov2006,1199,1101.554193,1371,840.1609444,355079,374092.5682,286497.9697,350000,0.68,0.691490743,4140.00,4142.356117,4140.29,4142.385942,7775.96,79472.23935,0.00,65.91133592
25Nov2006,1184,1123.669538,1350,851.2928546,355079,374092.5682,286497.9697,350000,0.68,0.698083684,4140.00,4142.370077,4140.29,4142.399928,7845.86,82257.55049,0.00,65.88500788
26Nov2006,1180,1097.865608,1378,862.2780223,355079,374092.5682,286497.9697,350000,0.69,0.702939002,4140.00,4142.383565,4140.30,4142.413393,7907.76,85045.48603,0.00,65.85870087
27Nov2006,1192,1097.613678,1372,854.8200885,355079,374092.5682,286497.9697,350000,0.69,0.709780013,4140.00,4142.394652,4140.30,4142.424403,7953.74,87833.42156,0.00,65.83241487
28Nov2006,1280,1089.202272,1450,845.1214814,355079,374092.5682,286497.9697,350000,0.69,0.714725879,4140.00,4142.41262,4140.30,4142.442263,7989.73,90621.3571,0.00,65.80614986
29Nov2006,1368,1075.346209,1518,836.0059585,355079,374092.5682,286497.9697,350000,0.69,0.72223168,4140.00,4142.436175,4140.31,4142.465818,8023.88,93409.29263,0.00,65.77990581
30Nov2006,1505,1024.320191,1586,768.5070193,355079,374092.5682,286497.9697,350000,0.70,0.727602902,4140.00,4142.455813,4140.31,4142.485455,8053.63,96197.22816,0.00,65.7536827
01Dec2006,1552,1029.200843,1665,781.9691942,355079,374092.5682,286497.9697,350000,0.69,0.732963452,4140.00,4142.473574,4140.32,4142.503216,8086.05,98985.1637,0.00,65.72748051
02Dec2006,1536,1018.668367,1661,785.5662927,355079,374092.5682,286497.9697,350000,0.68,0.735372452,4140.00,4142.489636,4140.32,4142.519215,8196.64,101773.0992,33.11,65.7012992
03Dec2006,1534,1055.225785,1680,801.6412126,355079,374092.5682,286497.9697,350000,0.68,0.736959891,4140.00,4142.502944,4140.33,4142.532432,8384.88,104561.0348,66.23,65.67513876
04Dec2006,1568,1044.757822,1670,776.2588114,355079,374092.5682,286497.9697,350000,0.67,0.739445222,4140.00,4142.515736,4140.33,4142.545176,8620.54,107348.9703,99.34,65.64899916
05Dec2006,1537,987.5272733,1626,753.2643459,355079,374092.5682,286497.9697,350000,0.67,0.739320827,4140.00,4142.529247,4140.34,4142.558686,8910.69,110136.9058,132.45,65.62288037
06Dec2006,1460,1011.501111,1572,772.9637859,355079,374092.5682,286497.9697,350000,0.66,0.738692588,4140.00,4142.541903,4140.37,4142.571343,9231.70,112924.8414,165.56,65.59678237
07Dec2006,1392,1029.808871,1504,767.379632,355079,374092.5682,286497.9697,350000,0.66,0.739240317,4140.00,4142.553891,4140.41,4142.58333,9585.69,115712.7769,198.68,65.57070513
08Dec2006,1342,1013.351372,1450,763.4771656,355079,374092.5682,286497.9697,350000,0.65,0.73760724,4140.00,4142.566293,4140.45,4142.595731,9981.60,118500.7124,231.79,65.54464864
09Dec2006,1286,1020.960185,1433,788.4740258,355079,374092.5682,286497.9697,350000,0.65,0.735790043,4140.00,4142.577238,4140.50,4142.606676,10403.07,121288.648,264.90,65.51861285
10Dec2006,1265,1043.132194,1464,794.1657058,355079,374092.5682,286497.9697,350000,0.65,0.733443393,4140.00,4142.586456,4140.55,4142.615857,10841.78,124076.5835,298.01,65.49259776
11Dec2006,1245,921.2436913,1466,789.7563928,355079,374092.5682,286497.9697,350000,0.65,0.73258652,4140.00,4142.59859,4140.59,4142.627915,11287.84,126864.519,331.13,65.46660334
12Dec2006,1226,1037.603485,1519,790.5096792,355079,374092.5682,286497.9697,350000,0.64,0.730304026,4140.00,4142.606886,4140.63,4142.636158,11746.81,129652.4546,364.24,65.44062955
13Dec2006,1243,1025.537755,1899,767.9539317,355079,374092.5682,286497.9697,350000,0.64,0.727472673,4140.00,4142.622546,4140.66,4142.651799,12213.99,132440.3901,397.35,65.41467639
14Dec2006,1195,1045.324758,2162,805.6685596,355079,374092.5682,286497.9697,350000,0.64,0.728493264,4140.00,4142.650418,4140.69,4142.679671,12680.82,135228.3256,430.46,65.38874381
15Dec2006,1107,1029.401496,2142,903.7528166,355079,374092.5682,286497.9697,350000,0.64,0.730346695,4140.00,4142.687706,4140.71,4142.716915,13152.21,138016.2612,463.58,65.3628318
16Dec2006,1086,1114.887945,2002,916.915625,355079,374092.5682,286497.9697,350000,0.65,0.730625,4140.00,4142.733907,4140.73,4142.762978,13618.04,140804.1967,496.69,65.33694033
17Dec2006,1105,906.3933364,1777,818.9575383,355079,374092.5682,286497.9697,350000,0.65,0.728987245,4140.00,4142.787413,4140.75,4142.816444,14071.81,143592.1323,529.80,65.31106938
18Dec2006,1040,782.3865809,1639,792.9740816,355079,374092.5682,286497.9697,350000,0.65,0.727306122,4140.00,4142.840461,4140.77,4142.869357,14502.43,146380.0678,562.91,65.28521893
19Dec2006,1083,747.8171024,1598,781.0921046,355079,374092.5682,286497.9697,350000,0.66,0.725798469,4140.00,4142.887445,4140.78,4142.916304,14909.51,149168.0033,596.03,65.25938895
20Dec2006,1167,710.1052529,1639,743.3802551,355079,374092.5682,286497.9697,350000,0.66,0.724581633,4140.00,4142.932525,4140.82,4142.961252,15291.07,151955.9389,629.14,65.25938895
21Dec2006,1231,707.2419597,1646,712.7877934,355079,374092.5682,286497.9697,350000,0.67,0.723568878,4140.00,4142.972795,4140.84,4143.001522,15633.50,154743.8744,662.25,65.25938895
22Dec2006,1278,650.3895379,1666,694.2520408,355079,374092.5682,286497.9697,350000,0.67,0.722653061,4140.00,4143.012142,4140.86,4143.040671,15945.26,157531.8099,695.36,65.25938895
23Dec2006,1275,723.1073197,1705,739.8073214,355079,374092.5682,286497.9697,350000,0.68,0.721892857,4141.00,4143.046472,4140.88,4143.075001,16230.26,160319.7455,728.48,65.25938895
24Dec2006,1281,688.1382068,1734,760.4715434,355079,374092.5682,286497.9697,350000,0.68,0.721318878,4141.00,4143.07925,4140.89,4143.107779,16474.79,163107.681,761.59,65.25938895
25Dec2006,1340,719.804349,1827,742.1835204,355079,374092.5682,286497.9697,350000,0.68,0.720826531,4141.00,4143.108305,4140.89,4143.136727,16691.77,165895.6165,794.70,65.25938895
26Dec2006,1308,786.1196814,2066,796.923852,355079,374092.5682,286497.9697,350000,0.69,0.720382653,4141.00,4143.136944,4140.88,4143.165359,16869.46,168683.5521,827.81,65.25938895
27Dec2006,1329,748.6011772,2323,820.6970153,355079,374092.5682,286497.9697,350000,0.69,0.719994898,4141.00,4143.163538,4140.89,4143.191953,17022.71,171471.4876,860.93,65.25938895
28Dec2006,1384,741.7373911,2315,780.558227,355079,374092.5682,286497.9697,350000,0.69,0.719757653,4141.00,4143.212045,4140.90,4143.24037,17128.97,174259.4231,894.04,65.25938895
29Dec2006,1467,708.0406886,2227,763.5656888,355079,374092.5682,286497.9697,350000,0.70,0.719770408,4141.00,4143.252231,4140.92,4143.280556,17219.24,177047.3587,927.15,65.25938895
30Dec2006,1502,717.3267268,2148,772.7850638,355079,374092.5682,286497.9697,350000,0.71,0.720145408,4141.00,4143.286745,4140.93,4143.315055,17237.19,179835.2942,960.26,65.25938895
31Dec2006,1518,723.7363828,2111,773.1447194,355079,374092.5682,286497.9697,350000,0.71,0.720760204,4141.00,4143.317772,4140.95,4143.346016,17237.19,182623.2297,993.38,65.25938895
01Jan2007,1542,746.9104541,2078,824.0479592,0,0,286497.9697,350000,0.71,0.721612245,4141.00,4143.347083,4140.97,4143.375327,17237.19,185411.1653,1026.49,65.25938895
02Jan2007,1524,810.9313372,1961,821.6896684,0,0,286497.9697,350000,0.71,0.72259949,4141.00,4143.353273,4140.98,4143.381517,17237.19,188199.1008,1059.60,65.25938895
03Jan2007,1439,818.0514009,2060,851.3264031,0,0,286497.9697,350000,0.70,0.723579082,4141.00,4143.360935,4141.00,4143.389179,17237.19,190987.0363,1092.72,65.25938895
04Jan2007,1287,835.4550559,2273,890.9133929,0,0,286497.9697,350000,0.69,0.724482143,4141.00,4143.375104,4141.01,4143.403347,17266.03,193774.9719,1125.83,65.25938895
05Jan2007,1255,767.1507509,1997,844.4257653,0,0,286497.9697,350000,0.68,0.725270408,4141.00,4143.403373,4141.03,4143.431558,17415.36,196562.9074,1158.94,65.25938895
06Jan2007,1231,747.7716644,1843,813.8966837,0,0,286497.9697,350000,0.67,0.725994898,4141.00,4143.429265,4141.04,4143.457431,17643.94,199350.8429,1192.05,65.25938895
07Jan2007,1167,780.6932335,1853,836.2432398,0,0,286497.9697,350000,0.67,0.726528061,4141.00,4143.454171,4141.05,4143.482336,17924.73,202138.7785,1225.17,65.25938895
08Jan2007,1128,795.374956,1807,817.5582908,0,0,286497.9697,350000,0.66,0.727012755,4141.00,4143.478709,4141.06,4143.506874,18244.22,204926.714,1258.28,65.25938895
09Jan2007,1077,716.3249509,1747,837.8832908,0,0,286497.9697,350000,0.66,0.727512755,4141.00,4143.504871,4141.08,4143.53298,18614.23,207714.6495,1291.39,65.25938895
10Jan2007,1055,686.5205684,1763,835.2497449,0,0,286497.9697,350000,0.65,0.728076531,4141.00,4143.529483,4141.09,4143.55758,19009.78,210502.5851,1324.50,65.25938895
11Jan2007,1078,744.5795048,1680,788.6211735,0,0,286497.9697,350000,0.65,0.728647959,4141.00,4143.55451,4141.11,4143.582607,19424.10,213290.5206,1357.62,65.25938895
12Jan2007,1007,825.7837525,1678,825.9295918,0,0,286497.9697,350000,0.65,0.729122449,4141.00,4143.575614,4141.12,4143.603737,19856.48,216078.4561,1390.73,67.96230944
13Jan2007,1086,607.0180549,1557,723.2264031,0,0,286497.9697,350000,0.64,0.729579082,4141.00,4143.599877,4141.13,4143.627954,20312.92,218815.2504,1423.84,67.96230944
14Jan2007,1255,501.3313758,1480,528.5563776,0,0,286497.9697,350000,0.64,0.730086735,4141.00,4143.625157,4141.15,4143.653209,20785.27,221603.1859,1456.95,67.96230944
15Jan2007,1113,484.1787317,1367,632.9079082,0,0,286497.9697,350000,0.63,0.730627551,4141.00,4143.649806,4141.16,4143.6792,21273.75,224391.1214,1490.07,204.6463497
16Jan2007,1018,565.1607464,1307,703.3274235,0,0,286497.9697,350000,0.63,0.731272959,4141.00,4143.67034,4141.18,4143.70263,21783.00,227179.057,1523.18,499.5262655
17Jan2007,947,718.0238502,1256,756.861352,0,0,286497.9697,350000,0.63,0.732094388,4141.00,4143.689106,4141.19,4143.724591,22303.53,229966.9925,1556.29,828.4279548
18Jan2007,882,681.9319213,1258,808.5610969,0,0,286497.9697,350000,0.62,0.733170918,4141.00,4143.708814,4141.21,4143.745899,22831.39,232754.928,1589.40,996.7041604
19Jan2007,898,643.368146,1309,775.4598214,0,0,286497.9697,350000,0.62,0.734553571,4141.00,4143.730073,4141.22,4143.767155,23364.12,235542.8636,1622.52,996.7041604
20Jan2007,913,689.101785,1322,755.3767857,0,0,286497.9697,350000,0.62,0.735964286,4141.00,4143.749786,4141.23,4143.786869,23902.36,238330.7991,1655.63,996.7041604
21Jan2007,869,639.9120268,1315,778.303699,0,0,286497.9697,350000,0.61,0.737390306,4141.00,4143.771295,4141.24,4143.808673,24442.21,241118.7346,1688.74,1026.838939
22Jan2007,890,570.6742259,1278,736.1742347,0,0,286497.9697,350000,0.61,0.738729592,4141.00,4143.793413,4141.26,4143.830745,24986.40,243906.6702,1721.85,1026.838939
23Jan2007,847,635.70378,1234,751.9121173,0,0,286497.9697,350000,0.60,0.739864796,4141.00,4143.813758,4141.27,4143.851247,25532.63,246694.6057,1754.97,1046.848142
24Jan2007,836,653.1884717,1219,746.4593112,0,0,286497.9697,350000,0.60,0.740706633,4141.00,4143.831541,4141.29,4143.870569,26077.57,249482.5412,1788.08,1204.18852
25Jan2007,816,662.2851099,1242,761.7892857,0,0,286497.9697,350000,0.59,0.741214286,4141.00,4143.851595,4141.31,4143.890899,26616.09,252270.4768,1821.19,1232.544659
26Jan2007,823,641.9119799,1238,751.9119898,0,0,286497.9697,350000,0.58,0.741403061,4141.00,4143.871382,4141.32,4143.910685,27142.89,255058.4123,1854.30,1232.544659
27Jan2007,830,608.4659353,1212,740.7909439,0,0,286497.9697,350000,0.58,0.741216837,4141.00,4143.891356,4141.34,4143.930619,27657.94,257846.3478,1887.42,1232.544659
28Jan2007,826,606.3299009,1213,738.4215763,0,0,286497.9697,350000,0.57,0.739110117,4141.00,4143.910771,4141.36,4143.950152,28157.57,260634.2834,1920.53,1248.587013
29Jan2007,829,622.3714,1212,727.4714068,0,0,286497.9697,350000,0.56,0.734571395,4141.00,4143.928631,4141.37,4143.968815,28642.82,263422.2189,1953.64,1330.968629
30Jan2007,849,582.8235198,1229,698.9985307,0,0,286497.9697,350000,0.55,0.729228509,4141.00,4143.94862,4141.39,4143.989649,29110.40,266210.1544,1986.75,1417.587007
